source_ip,destination_ip,start_time,Network_Node_Text,source_port,destination_port,flags,site,asn,num_packets,num_bytes,Label
135.b1d10.b1d10.112,135.0777d.04511.237,1415750193,At least six Christian villagers are killed by their Muslim neighbors after refusing to 'return to Islam.',22,51241,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.86,1415692612,Militant Muslims kill two Thai policemen with a remote-controlled bomb that injures three civilians as well.,36472,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,956,0
135.0777d.04511.237,135.b1d10.b1d10.103,1415534219,Jihadis murder six policemen with two bombs.  Nearly three dozen others are injured.,51251,22,"-A----,-AP---",c9f0f,c4ca4,12,944,1
135.0777d.04511.237,135.b1d10.b1d10.53,1415454372,"Sunni extremists plow a car into a crowd of people outside an ice cream shop in a Shia neighborhood, then detonate the vehicle as others rush to help the victims.",51648,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.50,135.0777d.04511.237,1415759832,"The Taliban attack a government building, killing two security staff.",22,51254,-AP---,c9f0f,c4ca4,5,420,1
135.b1d10.b1d10.105,135.0777d.04511.237,1415751088,A political activist is kidnapped by the Mujahideen and then shot to death.,22,55777,"-A----,-AP---",c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.81,135.0777d.04511.237,1415751984,"Followers of a radical Shiite throw a bomb from a car window, killing two, including a student and injuring two others.",22,55761,"-A----,-AP---",c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.b1d10.77,1415452133,Abu Sayyaf terrorists kill two Philippine soldiers with a bomb.  Five others are badly injured.,55757,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.24,1415718755,Four police officers are killed in an ambush by Taliban terrorists on their convoy.,65466,22,"----S-,-A----,-AP---",c9f0f,c4ca4,11,892,1
135.b1d10.b1d10.74,135.0777d.04511.237,1415752582,A civilian is murdered by the Taliban.,22,55751,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.74,1415513865,Muslims kill a teacher and injure his nephew.,55751,22,"-A----,-AP---",c9f0f,c4ca4,10,904,0
135.b1d10.b1d10.41,135.0777d.04511.237,1415753886,The Mujahideen abduct and murder an Indian school teacher.,22,47023,-AP---,c9f0f,c4ca4,4,336,0
135.0777d.04511.237,135.b1d10.b1d10.41,1415604307,Shiite cleric gunned down on his way to work.,47023,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.b1d10.46,1415706148,Algerian fundamentalists kill two soldiers in a terror bombing.,51482,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.67,135.0777d.04511.237,1415758859,A government employee is killed by armed Muslims.,22,51478,-AP---,c9f0f,c4ca4,5,420,1
135.b1d10.091d5.89,135.0777d.04511.237,1415760748,A man is murdered by Muslim terrorists.,22,57916,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.091d5.66,135.0777d.04511.237,1415760024,A Russian cop and three civilians are killed by Islamic militants.,22,57901,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.091d5.61,1415451483,Seven separate suicide bombings by Muslim extremists leave more than forty people dead and at least one-hundred and twenty injured.  Women and children are among the victims.,57893,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.091d5.58,135.0777d.04511.237,1415757021,"Two women in veils stage a shooting attack on a tour bus.  They are the only fatalities, but nine innocents are injured.",22,57889,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.091d5.58,1415622119,A series of five bombings kills at least eleven and injures dozens.,57889,22,"-A----,-AP---",c9f0f,c4ca4,11,892,1
135.0777d.04511.237,135.b1d10.091d5.52,1415451212,A Jihad car bomb kills four civilians and injures another five.,57880,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.b1d10.53,135.0777d.04511.237,1415750595,Iraqi policemen are shot to death by al-Qaeda operatives at a checkpoint.,22,51648,"-A----,-AP---",c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.b1d10.117,1415442495,"The Taliban kill three women, at least one of whom was an aid worker.",51763,22,"-A----,-AP---",c9f0f,c4ca4,10,840,0
135.b1d10.b1d10.123,135.0777d.04511.237,1415743992,"A Kurdish funeral is the target of a suicidal religious fanatic, who kills at least twenty-five others and injures about fifty mourners.",22,48825,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.110,135.0777d.04511.237,1415755892,Islamic Jihad kills a 21-year-old Israeli soldier.,22,51239,-AP---,c9f0f,c4ca4,5,420,1
135.b1d10.091d5.70,135.0777d.04511.237,1415749436,Militant Muslims murder a civilian working in his field.,22,57906,-AP---,c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.b1d10.56,1415452589,Islamic radicals fire on a man and his wife as they are returning from working in an orchard.,46959,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.b1d10.091d5.62,135.0777d.04511.237,1415761255,"The Mujahideen attack a security patrol, killing one personnel.",22,57895,-AP---,c9f0f,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.b1d10.56,1415527231,Taliban fundamentalists kill two police officers with a terrorist bomb.,34091,22,"----S-,-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.78,1415472938,"Twenty-three Iraqis, including children are killed in eight car bombings by Muslim extremists.  More than fifty are badly injured.",55759,22,"-A----,-AP---",c9f0f,c4ca4,11,892,1
135.b1d10.b1d10.113,135.0777d.04511.237,1415749721,"A political figure is assassinated by the Mujahideen, along with three civilians and a police officer.",22,51645,-AP---,c9f0f,c4ca4,5,420,0
135.0777d.04511.237,135.b1d10.b1d10.73,1415451110,Fourteen people are injured when an Islamic terrorist lobs a grenade into the road near a bus stop.,55749,22,"-A----,-AP---",c9f0f,c4ca4,11,828,1
135.b1d10.b1d10.71,135.0777d.04511.237,1415746114,A postal worker is murdered by Islamists.,22,55791,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.091d5.84,1415473907,Muslims disguised as Islamic preachers kill a Muslim married to a Buddhist woman.,57908,22,"-A----,-AP---",c9f0f,c4ca4,11,892,0
135.b1d10.b1d10.27,135.0777d.04511.237,1415746971,"A Fedayeen suicide bomber walks into a crowd of Iraqi civilians standing in line to apply for jobs with the police and detonates his explosives, killing sixty and injuring about three times that number.",22,59679,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.28,135.0777d.04511.237,1415759850,"Taliban fundamentalists ambush a military patrol with a landmine and automatic weapons, killing nine Afghans.",22,51481,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.64,135.0777d.04511.237,1415761829,"Mujahideen militants lob a grenade then open fire on a Hindu wedding party, killing two teenage girls (ages 15 and 17) and injuring twenty-two others.",22,51475,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.b1d10.56,135.0777d.04511.237,1415749975,"Three separate attacks, including another suicide bomber at a recruitment station, leave twenty-two Iraqis dead and at least that many injured.",22,46959,"-A----,-AP---",c9f0f,c4ca4,5,420,1
135.0777d.04511.237,135.b1d10.b1d10.106,1415707276,"Assyrian Christians are thought to be among the fourteen, bound corpses of torture victims found in a city garbage dump.",38686,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.78,135.0777d.04511.237,1415750155,"Sixteen Iraqis shopping at a marketplace are murdered by a Fedayeen, who wades into the crowd before detonating explosives strapped to his body.  At least thirty-six are injured.",22,55759,"-A----,-AP---",c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.82,1415448528,"A suicidal religious extremist blows his car up next to a minivan taking Iraqi police to work, killing seven and injuring eight.",55763,22,"-A----,-AP---",c9f0f,c4ca4,10,904,0
135.0777d.04511.237,135.b1d10.b1d10.92,1415472065,A civilian is kidnapped and murdered by the Taliban.,55792,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.b1d10.64,1415452440,Two civilians are killed in their car by Sunni extremists.,51475,22,"-A----,-AP---",c9f0f,c4ca4,12,1008,1
135.b1d10.b1d10.27,135.0777d.04511.232,1415764279,"Two people, including a health care worker, are murdered by Islamists in separate attacks.",22,59320,"-A----,-A--S-,-AP---",c9f0f,c4ca4,4,1077,1
135.b1d10.091d5.210,135.0777d.bd4c9.37,1415764332,Radical Muslims kill a man as he is leaving his school.,22,43753,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,25,3913,1
135.b1d10.091d5.210,135.0777d.bd4c9.37,1415764332,Suicidal Sunnis target a civilian convoy at a busy intersection.  Twenty-two are killed in the blast and dozens lay injured in the circle of mutilated bodies.,22,43758,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,26,3555,1
135.b1d10.091d5.210,135.0777d.bd4c9.37,1415764327,Five solider are injured when Yemeni fundamentalists throw a grenade at them from a passing car.,22,43567,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,1923,2013991,1
135.0777d.bd4c9.40,135.b1d10.091d5.209,1415764326,Two people are killed by a bomb set in a commercial district of a Christian town.,34321,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,21,3972,0
135.0777d.bd4c9.37,135.b1d10.091d5.210,1415764332,A 12-year-old girl is killed by a bomb that also injures her father and sister.,43758,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,22,3658,1
135.0777d.bd4c9.37,135.b1d10.091d5.210,1415764332,A suicide bomber in a cafe kills two civilians and injures six in a horrific blast.,43753,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,24,3826,0
135.0777d.bd4c9.37,135.b1d10.091d5.210,1415764327,"A grisly scene as a suicidal Sunni rams his car into two police vehicles, burning the occupants to death.",43567,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,1005,49148,0
135.0777d.bd4c9.37,135.b1d10.091d5.182,1415764333,"The Mujahideen open fire on civilians exiting a mosque, killing three and injuring an unknown number.",43775,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,23,3884,0
135.0777d.bd4c9.37,135.b1d10.091d5.182,1415764333,A health care worker is murdered by Islamists.,43760,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,24,3940,1
135.0777d.bd4c9.37,135.b1d10.091d5.210,1415764316,Two people are killed when Muslim extremists bomb a police station.,43024,22,"----S-,-A----,-A---F,-AP---",c9f0f,c4ca4,36475,1709100,0
135.0777d.bd4c9.37,135.b1d10.091d5.210,1415764325,A postal worker is murdered by Islamists.,43455,22,"-A----,-A---F,-AP---",c9f0f,c4ca4,37,4302,1
135.b1d10.091d5.182,135.0777d.bd4c9.37,1415764333,A teacher and medical worker are shot to death by Muslim terrorists in separate attacks.,22,43775,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,27,3969,0
135.b1d10.091d5.210,135.0777d.bd4c9.37,1415764325,"Fundamentalists open fire on policemen manning a checkpoint, killing one.",22,43455,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,54,30959,1
135.b1d10.091d5.182,135.0777d.bd4c9.37,1415764333,Seven civilians are blasted and burned to death by Fedayeen suicide car bomber on a busy street.,22,43760,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,28,4061,0
135.b1d10.091d5.210,135.0777d.bd4c9.37,1415764316,The Al-Nasreen terrorist group claims responsibility for a powerful car bombing at a busy intersection.,22,43024,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,63091,66670257,1
135.b1d10.091d5.209,135.0777d.bd4c9.40,1415764326,Three separate Jihad attacks leave four dead and fourteen injured.,22,34321,"-A----,-A---F,-A--S-,-AP---",c9f0f,c4ca4,25,3987,1
135.b1d10.091d5.86,135.0777d.04511.237,1415755498,A suicide car bomber swerves his vehicle into a crowd of people on a sidewalk.  At least Twenty-seven are killed in the explosion.,22,57912,-AP---,c9f0f,c4ca4,5,420,0
135.b1d10.091d5.59,135.0777d.04511.237,1415752221,"A Fedayeen straps explosives to his chest then wades into a group of unemployed civilians waiting to apply for government jobs.  At least thirty are blown to bits, with another forty suffering injuries.",22,57890,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.6f3ef.146,135.0777d.04511.237,1415745898,Three police officers are killed in a bombing by Sunni extremists.,22,62041,"-A----,-AP---",c9f0f,c4ca4,5,420,0
135.b1d10.b1d10.102,135.0777d.04511.237,1415735533,Radical Muslims gun down a cop in front of his home.,22,51249,-AP---,c9f0f,c4ca4,5,420,0
135.0777d.04511.237,135.b1d10.b1d10.115,1415533777,A civilian is shot and killed by Islamic terrorists.,57000,22,"-A----,-AP---",c9f0f,c4ca4,11,892,1
135.0777d.04511.237,135.b1d10.b1d10.16,1415692811,"The Mujahideen target a school with grenades, killing two women and injuring about fifty others, including eleven children.",36726,22,"-A----,-AP---",c9f0f,c4ca4,31,2412,1
135.b1d10.b1d10.47,135.0777d.04511.237,1415752380,"Jihad terrorists detonate a car bomb outside a market and a cinema, killing seventeen people and injuring nearly seventy, some with severe burns and internal injuries.",22,51483,-AP---,c9f0f,c4ca4,6,504,0
135.b1d10.6f3ef.146,135.0777d.04511.237,1415751060,"Fedayeen suicide bomber plows into a troop transport, killing two Iraqi soldiers and one civilian.",22,59744,-AP---,c9f0f,c4ca4,6,504,1
135.b1d10.b1d10.25,135.0777d.04511.237,1415760778,A government teacher is dragged out of a high school class and shot to death on the sidewalk by the Mujahideen.,22,43621,-AP---,c9f0f,c4ca4,4,336,0
135.0777d.04511.237,135.b1d10.b1d10.25,1415519991,Islamists kill two policemen in an ambush.  Three others are injured.,43621,22,"-A----,-AP---",c9f0f,c4ca4,10,840,1
135.b1d10.b1d10.51,135.0777d.04511.237,1415751374,Car bomb kills five Iraqis.,22,44483,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.b1d10.102,1415451085,Civilians are victimized by another suicidal car bomber looking for a ticket to paradise.,51249,22,"-A----,-AP---",c9f0f,c4ca4,11,892,1
135.b1d10.b1d10.115,135.0777d.04511.237,1415749363,The Mujahideen murder a father and his three sons as they are returning from their work in a coal mine.,22,57000,-AP---,c9f0f,c4ca4,6,504,0
135.0777d.04511.232,135.b1d10.d1c38.17,1415764329,Three beheaded corpses are found with signs of torture.,43718,22,"----S-,---R--,-A----,-A---F,-AP---",45c48,c4ca4,7,385,0
135.b1d10.d1c38.17,135.0777d.04511.232,1415764329,A businessman is gunned down by Muslim militants.,22,43718,"-A----,-A---F,-A--S-,-AP---",45c48,c4ca4,6,906,0
135.0777d.04511.237,135.b1d10.d1c38.29,1415140931,"The bodies of thirty-four people, some in handcuffs, are found dumped in three locations.  Jihadis tortured and beheaded many of them.",45091,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.37,135.0777d.04511.237,1415754104,"Two suicide bombers, one in a car the other following on foot, attempt an assassination.  Five innocents are blown apart - another twenty badly injured.",22,48823,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.15,1415140948,"After burning down in elementary school in Yala, Muslim extremists bomb a government vehicle, killing one Thai and injuring five others.",62901,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.d1c38.20,135.0777d.04511.237,1415749946,"Three Kuwaiti TV journalists, two Iraqi assistants and their driver are forced off the road by Jihadis then forced to kneel as their throats are cut.",22,45092,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.91,1415477729,All eleven members of a water supply convoy are blown up or machine-gunned by the Salafist Group for Preaching and Combat.,45603,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.13fe9.71,1415702327,A civilian is shot off his motorcycle by Islamic gunmen.,45596,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.119,135.0777d.04511.237,1415754478,"Five policemen and a civilian are killed by Islamic militants in Indonesia, as they were sleeping.  The militants accused them of protecting a Christian village.",22,50107,-AP---,45c48,c4ca4,6,504,0
135.b1d10.13fe9.56,135.0777d.04511.237,1415749597,Three blindfolded and bound bodies are found.  Some were shot multiple times.,22,45580,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.72,135.0777d.04511.237,1415745508,Muslim gunmen shoot a policeman and his wife to death in their car.  The attack also left their two young children badly injured.,22,51595,-AP---,45c48,c4ca4,6,504,1
135.b1d10.d1c38.126,135.0777d.04511.237,1415754317,Six Iraqi truck drivers are pulled from their cabs and killed by radical Sunnis.,22,38662,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.37,1415427333,"Seven family members, including women are asleep in their home when militant Muslims barge in and slit the throats of four of them while beating the rest.",48823,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.112,1415584036,"The Mujahideen attacks a funeral of a man they murdered, killing two additional mourners and injuring seventeen.",51452,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.20,1415582789,"Members of an al-Qaeda linked group ambush an Algerian patrol, killing three and wounding five.",45092,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.91,135.0777d.04511.237,1415747239,A cop is gunned down by Jihadis.,22,45603,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.85,1415678603,Muslim separatists kill a defense volunteer.,59307,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.118,135.0777d.04511.237,1415743957,A gruesome scene as an attack on a humanitarian project leaves five people dead.,22,36831,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.79,135.0777d.04511.237,1415754477,Religious fundamentalists kill a 24-year-old woman in her home.  She had been a pop music personality.,22,51495,-AP---,45c48,c4ca4,6,504,0
135.b1d10.13fe9.64,135.0777d.04511.237,1415754296,"Fedayeen gunmen attack the house of a Sunni politician, killing seven people inside the home.",22,59296,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.98,1415704034,Taliban gunmen ambush and kill six humanitarian aid workers transporting the bodies from those killed in an attack the day before.,32977,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.57,135.0777d.04511.237,1415755168,"In a brutal attack, Sunni gunmen kill a policeman and his elderly father as they are riding in a car.",22,38608,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.112,1415140933,Suicide bomber kills an Iraqi soldier at a checkpoint.  Eight others are injured.,32959,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.132,135.0777d.04511.237,1415753322,"The Mujahideen ambush a security patrol from behind bushes, killing four Indian soldiers.",22,51506,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.132,1415580502,Two civilians are killed by a suicide bomber.  Three others are injured.,51506,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.d1c38.231,135.0777d.04511.237,1415754492,Gema’at Sharia assassinate a government official with a powerful bomb that also kills his driver and injures two children playing nearby.,22,51464,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.231,1415668363,Two municipal workers are murdered by Islamists.,51464,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.d1c38.242,135.0777d.04511.237,1415754971,"Sunni radicals spray a car with automatic weapons fire, killing a top official and his driver.",22,45079,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.245,1415323576,"In a series of overnight attacks, the Mujahideen hang a woman and shoot two other innocents to death.",65299,22,"-A----,-AP---",45c48,c4ca4,15,844,1
135.b1d10.d1c38.245,135.0777d.04511.237,1415755307,Two suicidal religious extremists murder more than thirty people outside the house of a community leader with twin bombings.,22,65299,"-A----,-AP---",45c48,c4ca4,14,6808,0
135.b1d10.d1c38.150,135.0777d.04511.237,1415743299,A suicidal Sunni tries to drive his explosives-packed car into a mosque.  Seven are killed and more than thirty hurt.  Five killed are family members.,22,33008,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.150,1415585000,"Muslim extremists detonate a car bomb outside a Shiite restaurant, killing seven and injuring more then eighty.  Many have serious injuries.",33008,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.160,1415471081,Car bombing outside a girl's school kills six and injures eight.,51517,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.9cfdf.101,1415326401,"A woman, her two sons and three daughters, are killed by a bomb planted in their home.",32982,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.98,135.0777d.04511.237,1415754024,"Muslim terrorists fire on a group of firefighters and police officers, killing one person.",22,32977,"-A----,-AP---",45c48,c4ca4,6,504,1
135.b1d10.d1c38.188,135.0777d.04511.237,1415745753,A cop is gunned down by Jihadis.,22,45070,-AP---,45c48,c4ca4,6,504,0
135.b1d10.9cfdf.62,135.0777d.04511.237,1415754471,Three civilians are killed when suspected Muslim terrorists throw two hand grenades into a village.,22,58001,-AP---,45c48,c4ca4,6,504,1
135.b1d10.9cfdf.90,135.0777d.04511.237,1415739971,"Jihadis attack and kill a university professor, along with three of his bodyguards.  They also knife a Shiite to death elsewhere.",22,51487,-AP---,45c48,c4ca4,6,504,0
135.b1d10.9cfdf.107,135.0777d.04511.237,1415735020,Suicidal extremist kills three Iraqis and injures six with bombs hidden in a taxi.,22,33001,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.107,1415465914,"Nigerian Sunnis attack a Shia political office, killing one and injuring fourteen.",33001,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.101,135.0777d.04511.237,1415754432,"Abu Sayyaf militants trigger a landmine against a vehicle on a water run, killing two soldiers and inuring three others.",22,32982,"-A----,-AP---",45c48,c4ca4,6,504,0
135.b1d10.9cfdf.92,135.0777d.04511.237,1415746190,A suicide bomber blows himself up amid a crowd of mostly Shia worshippers at a Pakistani shrine.  At least nineteen are killed and dozens injured.,22,32962,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.9cfdf.63,1415755370,"Two civilians are killed and at least two dozen others injured, some badly, in a terrorist bombing.",48888,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.9cfdf.21,1415692483,Thai Muslims kill two men in separate attacks.,51535,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.d1c38.208,1415477735,Muslims gun down a man in front of his wife and children.,51461,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.225,1415753589,Salafist Group for Preaching and Combat kill a security patrol member with a bomb.,51457,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.9cfdf.109,1415753380,"Islamic fundamentalists murder a shepherd, then burn his body.",41070,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.9cfdf.109,1415668378,Two religious extremists kill five other people and injure at least forty more in coordinated suicide bombings.,33003,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.73,135.0777d.04511.237,1415745478,A priest and an infant are among the nearly two dozen Christians killed when Islamic militants detonate two bombs in the center of a village.  At least sixty others are injured.,22,38660,"-A----,-AP---",45c48,c4ca4,6,504,0
135.b1d10.9cfdf.100,135.0777d.04511.237,1415753850,Islamists stab a 44-year-old Japanese hostage to death on videotape.,22,32981,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.100,1415754422,"The Taliban stage a bold assassination on an opposition cleric, as he is leaving his office.",32981,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.153,1415422624,al-Qaeda suspected in ambush on Pakistani official's car that leaves three dead.,38605,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.9cfdf.56,135.0777d.04511.237,1415742950,A suicide car bomber kills two Iraqis and injures eight on his way to Paradise.,22,38594,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.9cfdf.91,1415472475,Jihadis kill two civilians with a car bomb outside a school.  Nine others are injured.,51488,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.d1c38.208,135.0777d.04511.237,1415754491,"Eight civilians, including children, are blown to bits by Islamic terrorists.",22,51461,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.151,135.0777d.04511.237,1415755361,Forty-four people are injured in twins blasts set by Hizb-ul-Mujahideen.  One went off near a post office.,22,33012,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.151,1415140946,Four officers are killed in an assault on their station by religious extremists.,33012,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.9cfdf.71,135.0777d.04511.237,1415753215,A Buddhist teacher is murdered by Islamic radicals.,22,38650,-AP---,45c48,c4ca4,6,504,0
135.b1d10.9cfdf.147,135.0777d.04511.237,1415749183,"Two Fedayeen suicide bombers kill twenty-seven Iraqis.  The first waded into a crowd before detonating.  The second ran after the survivors, killing many of them as well.",22,36814,-AP---,45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.d1c38.123,1415324496,"A mob of angry Shias take out their frustration at Sunnis on Kentucky Fried Chicken employees, killing six, including four who were burned alive.",38644,22,"-A----,-AP---",45c48,c4ca4,11,892,1
135.b1d10.13fe9.61,135.0777d.04511.237,1415753688,A suicide bombing attack at a Shia mosque kills five people and injures twenty-six.,22,45586,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.68,135.0777d.04511.237,1415748909,"The Salafist Group for Preaching and Combat ambushes a security patrol, killing two and injuring five.",22,33035,"-A----,-AP---",45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.d1c38.114,1415699427,A civilian is blown apart in his car by a Jihad landmine.,36742,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.b1d10.13fe9.66,135.0777d.04511.237,1415752164,A man is killed in his motorcycle shop by Muslim radicals.,22,59299,-AP---,45c48,c4ca4,6,504,1
135.0777d.04511.237,135.b1d10.13fe9.66,1415467199,A trader is murdered by Islamists.,59299,22,"-A----,-AP---",45c48,c4ca4,12,1008,0
135.0777d.04511.237,135.b1d10.9cfdf.148,1415699451,A government official is murdered by Islamists.,36812,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.0777d.04511.237,135.b1d10.d1c38.81,1415700939,A man is murdered by Muslims while inspecting a school.,45096,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.d1c38.39,135.0777d.04511.237,1415747387,"An al-Qaeda member wades into a crowd of mourners at a funeral for a murdered anti-Taliban cleric, killing about two dozen people and hurting dozens more.",22,41794,"-A----,-AP---",45c48,c4ca4,6,504,0
135.0777d.04511.237,135.b1d10.13fe9.61,1415701785,The Taliban kill two mine-detection crewmen in a remote-controlled blast.,45586,22,"-A----,-AP---",45c48,c4ca4,12,1008,1
135.b1d10.13fe9.52,135.0777d.04511.237,1415754107,"Muslim militants fire into a crowded market from three passing cars, murdering at least nine civilians.",22,45575,-AP---,45c48,c4ca4,6,504,0
135.b1d10.d1c38.67,135.0777d.04511.237,1415754133,"Jihadis detonate bombs on two motorcycles parked outside a cafe, killing five Iraqis.",22,51780,-AP---,45c48,c4ca4,6,504,0
